prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength,bnfchapter,groups
"8946841000033112","23661311000001105","Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler","Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Fluticasone furoate/ Vilanterol","184.000microgram/1.000dose + 22.000microgram/1.000dose","3020000","laba_ics"
"8946941000033116","23661411000001103","Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler","Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Fluticasone furoate/ Vilanterol","92.000microgram/1.000dose + 22.000microgram/1.000dose","3020000","laba_ics"
"8947041000033115","23621711000001102","Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)","Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Fluticasone furoate/ Vilanterol","184.000microgram/1.000dose + 22.000microgram/1.000dose","3020000","laba_ics"
"8947141000033116","23622011000001107","Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)","Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Fluticasone furoate/ Vilanterol","92.000microgram/1.000dose + 22.000microgram/1.000dose","3020000","laba_ics"
"9119141000033118","416533002","Prednisolone 15mg/5ml oral solution","Prednisolone 15mg/5ml oral solution","Oral solution","Oral","Prednisolone","3.000mg/1.000ml","","ocs"
"9293241000033114","24645511000001105","Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler","Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Umeclidinium bromide/ Vilanterol trifenatate","65.000microgram/1.000dose + 22.000microgram/1.000dose","3010400","lama_laba"
"9293341000033116","24644611000001108","Anoro Ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)","Anoro Ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Umeclidinium bromide/ Vilanterol trifenatate","65.000microgram/1.000dose + 22.000microgram/1.000dose","3010400","lama_laba"
"9299341000033119","24670111000001108","Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free","Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free","Pressurised inhalation/ Inhalation solution","Inhalation","Olodaterol hydrochloride","2.500microgram/1.000dose","3010101","laba"
"9299441000033113","24608011000001103","Striverdi Respimat 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd)","Striverdi Respimat 2.5micrograms/dose inhalation solution cartridge with device","Pressurised inhalation/ Inhalation solution","Inhalation","Olodaterol hydrochloride","2.500microgram/1.000dose","3010101","laba"
"93141000033115","386811000001108","Augmentin 375mg dispersible tablets (GlaxoSmithKline UK Ltd)","Augmentin 375mg dispersible tablets","Dispersible tablet","Oral","Amoxicillin trihydrate/ Potassium clavulanate","250.000mg + 125.000mg","","abx"
"9342741000033111","25254111000001105","DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd)","DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Budesonide/ Formoterol fumarate dihydrate","200.000microgram/1.000dose + 6.000microgram/1.000dose","3020000","laba_ics"
"9342841000033118","25254711000001106","DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd)","DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Budesonide/ Formoterol fumarate dihydrate","400.000microgram/1.000dose + 12.000microgram/1.000dose","3020000","laba_ics"
"93941000033118","","Augmentin Junior suspension","","","","","","","abx"
"94441000033113","","Augmentin Paediatric suspension","","","","","","","abx"
"94641000033110","932211000001108","Augmentin 125/31 SF oral suspension (GlaxoSmithKline UK Ltd)","Augmentin 125/31 SF oral suspension","Oral suspension","Oral","Amoxicillin trihydrate/ Potassium clavulanate","25.000mg/1.000ml + 6.250mg/1.000ml","5010103","abx"
"94741000033118","866111000001100","Augmentin 250/62 SF oral suspension (GlaxoSmithKline UK Ltd)","Augmentin 250/62 SF oral suspension","Oral suspension","Oral","Amoxicillin trihydrate/ Potassium clavulanate","50.000mg/1.000ml + 12.500mg/1.000ml","5010103","abx"
"94841000033111","169511000001107","Augmentin-Duo 400/57 oral suspension (GlaxoSmithKline UK Ltd)","Augmentin-Duo 400/57 oral suspension","Oral suspension","Oral","Amoxicillin trihydrate/ Potassium clavulanate","80.000mg/1.000ml + 11.400mg/1.000ml","5010103","abx"
"94941000033115","94411000001100","Augmentin 375mg tablets (GlaxoSmithKline UK Ltd)","Augmentin 375mg tablets","Tablet","Oral","Amoxicillin trihydrate/ Potassium clavulanate","250.000mg + 125.000mg","5010103","abx"
"95041000033115","292511000001103","Augmentin 625mg tablets (GlaxoSmithKline UK Ltd)","Augmentin 625mg tablets","Tablet","Oral","Amoxicillin trihydrate/ Potassium clavulanate","500.000mg + 125.000mg","5010103","abx"
"95141000033116","","Augmentin Tablets","","","","","","","abx"
"9531441000033113","26148711000001101","Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler","Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Beclometasone dipropionate/ Formoterol fumarate dihydrate","100.000microgram/1.000dose + 6.000microgram/1.000dose","3020000","laba_ics"
"9537441000033115","26112111000001106","Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)","Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Beclometasone dipropionate/ Formoterol fumarate dihydrate","100.000microgram/1.000dose + 6.000microgram/1.000dose","3020000","laba_ics"
"96941000033113","324252006","Azithromycin 250mg capsules","Azithromycin 250mg capsules","Capsule","Oral","Azithromycin dihydrate","250.000mg","5010500","abx"
"9703641000033117","27567911000001101","Incruse Ellipta 55micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)","Incruse Ellipta 55micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Umeclidinium bromide","65.000microgram/1.000dose","3010200","lama"
"98441000033116","324253001","Azithromycin 200mg/5ml oral suspension","Azithromycin 200mg/5ml oral suspension","Oral suspension","Oral","Azithromycin","40.000mg/1.000ml","5010500","abx"
"9851941000033115","28049611000001104","Indacaterol 85micrograms/dose / Glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device","Indacaterol 85micrograms/dose / Glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device","Inhalation powder","Inhalation","Glycopyrronium bromide/ Indacaterol maleate","54.000microgram/1.000dose + 85.000microgram/1.000dose","3010400","lama_laba"
"9852041000033114","28007211000001102","Ultibro Breezhaler 85microgram/43microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)","Ultibro Breezhaler 85microgram/43microgram inhalation powder capsules with device","Inhalation powder","Inhalation","Glycopyrronium bromide/ Indacaterol maleate","54.000microgram/1.000dose + 85.000microgram/1.000dose","3010400","lama_laba"
"9995641000033112","28365011000001100","Aclidinium bromide 396micrograms/dose / Formoterol 11.8micrograms/dose dry powder inhaler","Aclidinium bromide 396micrograms/dose / Formoterol 11.8micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Aclidinium bromide/ Formoterol fumarate dihydrate","396.000microgram/1.000dose + 11.800microgram/1.000dose","","lama_laba"
"9995741000033115","28357211000001106","Duaklir 340micrograms/dose / 12micrograms/dose Genuair (AstraZeneca UK Ltd)","Duaklir 340micrograms/dose / 12micrograms/dose Genuair","Inhalation powder","Inhalation","Aclidinium bromide/ Formoterol fumarate dihydrate","396.000microgram/1.000dose + 11.800microgram/1.000dose","","lama_laba"
